"source_header_ref","xlcall_category","xlcall_symbol","xlcall_numeric_code","xlcall_flag_kind","xlcall_code_expression","oxfunc_surface_stable_id","oxfunc_canonical_surface_name","oxfunc_match_status","note"
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfImsinh","593","","593","FUNC.IMSINH","IMSINH","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfImcosh","594","","594","FUNC.IMCOSH","IMCOSH","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfFilterxml","595","","595","FUNC.FILTERXML","FILTERXML","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfWebservice","596","","596","FUNC.WEBSERVICE","WEBSERVICE","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","built_in_function","xlfEncodeurl","597","","597","FUNC.ENCODEURL","ENCODEURL","matched_current_catalog",""
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcBeep","0","xlCommand","(0 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcOpen","1","xlCommand","(1 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcOpenLinks","2","xlCommand","(2 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCloseAll","3","xlCommand","(3 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSave","4","xlCommand","(4 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSaveAs","5","xlCommand","(5 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFileDelete","6","xlCommand","(6 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcPageSetup","7","xlCommand","(7 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcPrint","8","xlCommand","(8 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcPrinterSetup","9","xlCommand","(9 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcQuit","10","xlCommand","(10 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcNewWindow","11","xlCommand","(11 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcArrangeAll","12","xlCommand","(12 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcWindowSize","13","xlCommand","(13 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcWindowMove","14","xlCommand","(14 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFull","15","xlCommand","(15 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcClose","16","xlCommand","(16 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcRun","17","xlCommand","(17 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSetPrintArea","22","xlCommand","(22 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSetPrintTitles","23","xlCommand","(23 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSetPageBreak","24","xlCommand","(24 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcRemovePageBreak","25","xlCommand","(25 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFont","26","xlCommand","(26 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDisplay","27","xlCommand","(27 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcProtectDocument","28","xlCommand","(28 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcPrecision","29","xlCommand","(29 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcA1R1c1","30","xlCommand","(30 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCalculateNow","31","xlCommand","(31 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCalculation","32","xlCommand","(32 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDataFind","34","xlCommand","(34 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcExtract","35","xlCommand","(35 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDataDelete","36","xlCommand","(36 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSetDatabase","37","xlCommand","(37 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSetCriteria","38","xlCommand","(38 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSort","39","xlCommand","(39 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDataSeries","40","xlCommand","(40 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcTable","41","xlCommand","(41 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormatNumber","42","xlCommand","(42 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcAlignment","43","xlCommand","(43 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcStyle","44","xlCommand","(44 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcBorder","45","xlCommand","(45 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCellProtection","46","xlCommand","(46 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcColumnWidth","47","xlCommand","(47 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcUndo","48","xlCommand","(48 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCut","49","xlCommand","(49 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCopy","50","xlCommand","(50 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcPaste","51","xlCommand","(51 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcClear","52","xlCommand","(52 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcPasteSpecial","53","xlCommand","(53 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcEditDelete","54","xlCommand","(54 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcInsert","55","xlCommand","(55 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFillRight","56","xlCommand","(56 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFillDown","57","xlCommand","(57 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDefineName","61","xlCommand","(61 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCreateNames","62","xlCommand","(62 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormulaGoto","63","xlCommand","(63 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormulaFind","64","xlCommand","(64 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSelectLastCell","65","xlCommand","(65 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcShowActiveCell","66","xlCommand","(66 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcGalleryArea","67","xlCommand","(67 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcGalleryBar","68","xlCommand","(68 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcGalleryColumn","69","xlCommand","(69 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcGalleryLine","70","xlCommand","(70 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcGalleryPie","71","xlCommand","(71 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcGalleryScatter","72","xlCommand","(72 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCombination","73","xlCommand","(73 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcPreferred","74","xlCommand","(74 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcAddOverlay","75","xlCommand","(75 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcGridlines","76","xlCommand","(76 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSetPreferred","77","xlCommand","(77 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcAxes","78","xlCommand","(78 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcLegend","79","xlCommand","(79 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcAttachText","80","xlCommand","(80 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcAddArrow","81","xlCommand","(81 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSelectChart","82","xlCommand","(82 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSelectPlotArea","83","xlCommand","(83 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcPatterns","84","xlCommand","(84 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcMainChart","85","xlCommand","(85 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcOverlay","86","xlCommand","(86 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcScale","87","xlCommand","(87 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormatLegend","88","xlCommand","(88 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormatText","89","xlCommand","(89 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcEditRepeat","90","xlCommand","(90 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcParse","91","xlCommand","(91 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcJustify","92","xlCommand","(92 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcHide","93","xlCommand","(93 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcUnhide","94","xlCommand","(94 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcWorkspace","95","xlCommand","(95 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormula","96","xlCommand","(96 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormulaFill","97","xlCommand","(97 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormulaArray","98","xlCommand","(98 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDataFindNext","99","xlCommand","(99 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDataFindPrev","100","xlCommand","(100 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormulaFindNext","101","xlCommand","(101 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcFormulaFindPrev","102","xlCommand","(102 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcActivate","103","xlCommand","(103 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcActivateNext","104","xlCommand","(104 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcActivatePrev","105","xlCommand","(105 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcUnlockedNext","106","xlCommand","(106 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcUnlockedPrev","107","xlCommand","(107 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcCopyPicture","108","xlCommand","(108 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcSelect","109","xlCommand","(109 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDeleteName","110","xlCommand","(110 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcDeleteFormat","111","xlCommand","(111 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
".tmp/excelxllsdk_extracted/2013 Office System Developer Resources/Excel2013XLLSDK/INCLUDE/XLCALL.H","command","xlcVline","112","xlCommand","(112 | xlCommand)","","","command_outside_function_catalog","Excel C API command code; not a worksheet function catalog row in OxFunc."
